x,y,posMix,collisionProbabilityPct
445,92,68,0.6988525390625
495,92,150,0.7049560546875
33,93,127,0.8880615234375
83,93,151,0.8880615234375
133,93,55,0.8880615234375
183,93,31,0.8880615234375
233,93,143,0.8880615234375
283,93,119,0.8880615234375
333,93,119,0.8880615234375
383,93,239,0.8880615234375
433,93,31,0.8880615234375
483,93,55,0.8880615234375
21,94,44,0.6988525390625
71,94,206,0.7049560546875
121,94,40,0.6988525390625
171,94,18,0.7049560546875
221,94,132,0.6988525390625
271,94,134,0.7049560546875
321,94,0,0.6988525390625
371,94,10,0.7049560546875
421,94,156,0.6988525390625
471,94,222,0.7049560546875
9,95,255,0.8880615234375
59,95,19,0.8880615234375
109,95,207,0.8880615234375
159,95,251,0.8880615234375
209,95,191,0.8880615234375
259,95,195,0.8880615234375
309,95,175,0.8880615234375
359,95,155,0.8880615234375
409,95,255,0.8880615234375
459,95,19,0.8880615234375
509,95,175,0.8880615234375
47,96,14,0.7049560546875
97,96,32,0.6988525390625
147,96,58,0.7049560546875
197,96,28,0.6988525390625
247,96,102,0.7049560546875
297,96,56,0.6988525390625
347,96,2,0.7049560546875
